id,static1,duration,status,m1_cumulative,f1_cumulative,f2_cumulative
90062691,3720454950,567,status3,119,940,202
90477474,3371407112,567,status1,124,432,114
90471174,3810082316,568,status1,322,989,165
90226032,1226109305,571,status1,57,259,72
100752423,946688712,572,status1,294,660,146
90406023,3810082316,573,status1,378,2234,472
90503673,486591755,573,status1,398,2603,368
90250116,2529144984,574,status1,294,1397,154
90490605,2169130744,574,status1,393,2173,380
90455343,2529144984,576,status1,296,1271,277
90491127,2149033318,576,status1,853,2420,369
90448683,1592171568,578,status1,587,2512,315
90494736,3290796338,579,status1,780,27125,10156
90006126,2226018406,582,status1,75,494,142
90140991,3290796338,582,status1,44,264,72
90449466,2529144984,582,status1,6996,28940,4595
90126033,1868299261,583,status1,842,1393,326
90362436,3371407112,583,status1,541,1940,220
90362985,278434049,583,status1,978,2993,535
90477312,1226109305,583,status1,3813,16349,2337
90477456,117704642,583,status1,116,710,92
90347379,2321003029,584,status1,375,1070,243
90348909,2149033318,584,status1,134,622,127
90038985,3290796338,585,status3,14,129,53
90473244,247912416,585,status1,424,3144,328
90135609,1868299261,586,status1,566,1377,349
90407823,1226109305,586,status1,846,3914,745
90449295,2065677788,586,status1,87,280,60
90062502,1868299261,587,status1,756,4150,763
90128067,2226018406,587,status1,161,685,115
90444363,486591755,587,status1,1662,11543,1404
90449196,2529144984,587,status1,320,1144,178
90132333,2378809453,588,status1,207,663,180
90450654,117704642,588,status1,581,1939,333
90466287,946688712,588,status1,4087,13724,3678
90466584,2374793273,588,status1,40,169,45
90361977,69335026,589,status1,2470,13424,969
90451968,3290796338,590,status1,2385,12577,2787
90454542,2226018406,590,status1,96,429,154
90455199,2432496835,591,status1,322,5886,1841
90451185,2321003029,592,status1,376,1057,321
90451959,374474351,593,status1,1017,2805,334
90126348,4257874126,595,status2,465,1033,221
90131208,2169130744,595,status1,368,1719,310
90208932,2436609159,595,status1,396,3011,442
90347253,2149033318,596,status1,178,932,159
90347559,2226018406,596,status1,395,1591,204
90347199,563648276,597,status1,3376,14923,2882
90040461,247912416,598,status1,152,1449,202
90347244,1079871722,598,status1,172,749,124
90249162,563648276,600,status1,665,4577,707
90226113,2430554776,602,status1,1854,9114,1049
90349944,2374793273,602,status1,5101,17910,2147
90248568,3371407112,604,status1,22,95,59
90139047,1226109305,605,status1,335,1687,343
90112236,1455170578,607,status1,545,2698,987
90131847,117704642,607,status1,1269,85358,19495
90128049,2529144984,611,status1,18,195,15
90130038,2529144984,613,status1,881,4481,603
90131019,3290796338,614,status1,412,4457,1645
90060819,2747889358,615,status1,221,1434,301
90040614,922232170,616,status1,281,1626,226
90134052,495645674,616,status1,2283,41914,11263
90132153,3755567049,618,status1,1354,5997,693
90128040,3130270048,621,status1,4774,20795,5109
90028185,2226018406,622,status1,508,2391,415
90129885,2374793273,623,status1,41,97,13
90636792,278434049,626,status1,6452,76573,27720
90028068,3290796338,627,status1,839,4011,864
90129165,3290796338,627,status1,633,13462,2728
90084885,3130270048,629,status1,97,542,126
90032820,2226018406,630,status3,28,641,313
90124944,247912416,630,status1,563,5859,712
90042801,2169130744,632,status3,394,2693,383
90044700,3290796338,632,status3,16,61,27
90107286,117704642,635,status1,2840,16436,1601
90126861,437577452,635,status1,2826,11997,2072
90099663,2529144984,637,status2,72,671,111
90042414,2321003029,641,status1,100,615,204
90100122,3371407112,642,status2,141,641,147
90102903,374474351,651,status1,727,4811,537
90045834,2931150728,654,status2,581,8909,798
90085713,2543626026,655,status1,237,777,203
90080781,3290796338,656,status2,277,1285,338
90040443,2149033318,657,status3,162,1630,274
90064878,3290796338,658,status1,7095,20405,4301
90106521,3290796338,664,status1,4072,16494,3061
90086001,2543626026,667,status1,186,719,166
90076398,1455170578,669,status2,166,689,207
90057570,247912416,670,status2,51,492,62
90041325,2436609159,678,status1,403,2606,431
90003318,3563050427,680,status1,4633,18177,3168
90060054,3290796338,681,status2,203,1197,261
90020202,3290796338,684,status3,25,188,53
90059118,3290796338,684,status1,256,1948,306
90085983,946688712,691,status1,185,721,251
90033675,3371407112,693,status3,48,256,89
90082671,2374793273,697,status1,626,2791,404
90044835,4160356386,699,status2,715,4279,436
90094623,3290796338,699,status1,586,3212,814
90032946,1868299261,700,status3,244,1202,159
90140937,117704642,700,status1,311,1581,227
90064068,2374793273,702,status1,64,468,97
90042585,593706297,705,status2,783,14146,3163
90028689,1868299261,715,status1,164,314,162
90052404,117704642,722,status1,420,1763,313
90048462,1868299261,726,status1,53,452,163
90044205,2079826195,728,status1,92,560,126
90049551,2747889358,730,status1,2784,8716,1975
90046653,2226018406,731,status1,366,1058,238
90049533,1226109305,732,status1,772,6138,739
90046725,593706297,734,status1,2239,26757,3567
90047553,3290796338,735,status1,2684,16172,7240
90039975,2321003029,737,status1,723,4888,1014
90040317,2321003029,744,status1,417,1419,332
90033315,2226018406,751,status1,197,1152,200
90040389,2149033318,752,status1,665,3395,557
90005388,3371407112,758,status3,78,357,100
90031344,3371407112,758,status1,40,526,62
90041262,247912416,760,status1,234,2305,334
90041541,1226109305,760,status1,109,648,139
90031677,3290796338,768,status2,287,3614,929
90015486,2226018406,771,status1,1996,8075,1239
90028212,3371407112,774,status1,31,158,42
90027690,3290796338,776,status1,6,29,10
90033279,3371407112,777,status1,456,2934,319
90027501,3371407112,788,status1,1223,5127,832
90032640,1868299261,788,status1,4856,14383,4502
90032145,1868299261,798,status1,2658,9366,2089
90004182,2226018406,800,status2,264,1005,250
90032343,2226018406,801,status1,885,1985,460
90029814,1868299261,809,status1,52,373,69
90027933,2549744922,810,status1,3117,20055,6994
90019473,563648276,837,status1,761,3047,1051
90000492,3371407112,846,status2,92,652,144
90000915,3371407112,868,status1,61,309,99
90003840,3371407112,871,status1,375,1411,280
90003795,3371407112,874,status1,1658,7495,1560
90000501,2065677788,881,status1,311,2858,533
90000600,3371407112,900,status1,3588,20612,2048
100793994,3371407112,1038,status1,338,977,158
90003534,3371407112,0,inactive,0,0,0
90021201,3290796338,0,inactive,0,0,0
90036267,1868299261,0,inactive,0,0,0
90040128,3810082316,0,inactive,0,0,0
90045618,1868299261,0,inactive,0,0,0
90053322,1868299261,0,inactive,0,0,0
90054006,1226109305,0,inactive,0,0,0
90054303,3290796338,0,inactive,0,0,0
90057039,1689025679,0,inactive,0,0,0
90365775,2226018406,0,inactive,0,0,0
90402018,2529144984,0,inactive,0,0,0
90408255,593706297,0,inactive,0,0,0
90425904,3371407112,0,inactive,0,1,0
90447927,117704642,0,inactive,0,0,0
90452229,563648276,0,inactive,0,0,0
90468501,2931150728,0,inactive,0,0,0
90509253,1226109305,0,inactive,0,0,0
90668589,3371407112,0,inactive,0,0,0
94754634,3371407112,0,inactive,0,0,0
94869528,2512233409,0,inactive,0,3,0
99491118,69335026,0,inactive,0,0,0
99491217,2374793273,0,inactive,0,0,0
99611970,1868299261,0,inactive,0,0,0
99616335,1019648059,0,inactive,0,0,0
99801051,3075814709,0,inactive,0,0,0
99807909,3130270048,0,inactive,0,0,0
99833181,3290796338,0,inactive,0,0,0
99936285,3130270048,0,inactive,0,0,0
100015908,1868299261,0,inactive,0,0,0
100127490,1868299261,0,inactive,0,2,0
100340835,1592171568,0,inactive,0,0,0
100340988,2226018406,0,inactive,0,5,0
100341897,4160356386,0,inactive,0,0,0
100383666,3290796338,0,inactive,0,5,0
100575402,2226018406,0,inactive,0,0,0
100653315,2215824260,0,inactive,0,0,0
100659885,1481967133,0,inactive,0,0,0
100661595,1019648059,0,inactive,0,0,0
100661955,174092870,0,inactive,0,0,0
100664862,2698206331,0,inactive,0,0,0
100665384,174092870,0,inactive,0,0,0
100667994,3920016617,0,inactive,0,0,0
100680054,1019648059,0,inactive,0,0,0
100688640,163752073,0,inactive,0,0,0
100690467,3810082316,0,inactive,0,0,0
100691394,1238463349,0,inactive,0,1,0
100692069,3465463399,0,inactive,0,0,0
100695021,1226109305,0,inactive,0,0,0
100695885,2436609159,0,inactive,0,46,0
100697019,69335026,0,inactive,0,0,0
100697955,117704642,0,inactive,0,0,0
100699008,2543626026,0,inactive,0,0,0
100716225,2374793273,0,inactive,0,0,0
100721535,2169130744,0,inactive,0,0,0
100723344,117704642,0,inactive,0,0,0
100746132,2767406823,0,inactive,0,0,0
100756311,1868299261,0,inactive,0,0,0
100773474,1226109305,0,inactive,0,13,0
100778118,3290796338,0,inactive,0,0,0
100781259,3371407112,0,inactive,0,0,0
100787244,4230642428,0,inactive,0,3,0
100795587,1868299261,0,inactive,0,0,0
100796919,210808701,0,inactive,0,1,0
100801059,247912416,0,inactive,0,0,0
100805865,69335026,0,inactive,0,0,0
100809600,1983691299,0,inactive,0,2,0
100813875,1226109305,0,inactive,0,0,0
100817043,1868299261,0,inactive,0,3,0
100825809,2226018406,0,inactive,0,0,0
100835376,2321003029,0,inactive,0,0,0
100841694,2079826195,0,inactive,0,1,0
100862115,3700620253,0,inactive,0,0,0
100867353,1983691299,0,inactive,0,0,0
100869108,3130270048,0,inactive,0,0,0
100869675,3810082316,0,inactive,0,0,0
100869729,946688712,0,inactive,0,0,0
102227469,3920016617,0,inactive,0,0,0
102234111,2226018406,0,inactive,0,0,0
102235164,117704642,0,inactive,0,0,0
102235173,2378809453,0,inactive,0,0,0
102256134,1019648059,0,inactive,0,0,0
102372612,1079871722,0,inactive,0,4,0
102386247,2149033318,0,inactive,0,0,0
102570216,195275186,0,inactive,0,0,0
102888960,3290796338,0,inactive,0,0,0
103041204,3075814709,0,inactive,0,5,0
103385760,4160356386,0,inactive,0,0,0
103453782,1868299261,0,inactive,0,0,0
103454565,1868299261,0,inactive,0,0,0
103456041,1868299261,0,inactive,0,0,0
103457661,1868299261,0,inactive,0,0,0
103458021,2321003029,0,inactive,0,0,0
103460235,3371407112,0,inactive,0,0,0
103461036,3920016617,0,inactive,0,0,0
103461360,2321003029,0,inactive,0,0,0
103553772,278434049,0,inactive,0,0,0
103554555,3290796338,0,inactive,0,0,0
103614063,3920016617,0,inactive,0,0,0
103662888,1367730211,0,inactive,0,0,0
105717417,3913594247,0,inactive,0,0,0
105980928,3473266654,0,inactive,0,0,0
106455075,1868299261,0,inactive,0,0,0
106462581,4197554869,0,inactive,0,0,0
106493343,1868299261,0,inactive,0,0,0
106788336,3810082316,0,inactive,0,5,0
106854513,2321003029,0,inactive,0,0,0
106903887,2646245013,0,inactive,0,0,0
106969965,2975514050,0,inactive,0,0,0
107000556,3290796338,0,inactive,0,0,0
107004777,3075814709,0,inactive,0,5,0
107103291,1079871722,0,inactive,0,4,0
107220156,3920016617,0,inactive,0,0,0
107245788,495645674,0,inactive,0,5,0
107351385,2226018406,0,inactive,0,0,0
107513799,2920270549,0,inactive,0,4,0
107517660,3810082316,0,inactive,0,5,0
107576043,3371407112,0,inactive,0,4,0
108603987,2931150728,0,inactive,0,5,0
108611007,210808701,0,inactive,0,0,0
108617712,1592171568,0,inactive,0,0,0
108689667,2321003029,0,inactive,0,0,0
109352913,2975514050,0,inactive,0,0,0
109902219,3371407112,0,inactive,0,0,0
110066343,1412059160,0,inactive,0,0,0
110224923,163752073,0,inactive,0,0,0
110227308,3009789263,0,inactive,0,0,0
110367411,117704642,0,inactive,0,4,0
110494374,3290796338,0,inactive,0,0,0
110516028,3700620253,0,inactive,0,0,0
110528376,1868299261,0,inactive,0,0,0
110619528,2321003029,0,inactive,0,2,0
110621049,1868299261,0,inactive,0,0,0
110778162,2920270549,0,inactive,0,5,0
110791851,2321003029,0,inactive,0,0,0
110793084,3810082316,0,inactive,0,0,0
110862915,1226109305,0,inactive,0,5,0
110870601,2321003029,0,inactive,0,0,0
110870628,3290796338,0,inactive,0,0,0
110870673,1983691299,0,inactive,0,0,0
110870817,2436609159,0,inactive,0,0,0
110870844,1592171568,0,inactive,0,0,0
110870997,227718292,0,inactive,0,0,0
110871024,2920270549,0,inactive,0,0,0
110871402,2646245013,0,inactive,0,0,0
110871465,3418086336,0,inactive,0,0,0
110872473,247912416,0,inactive,0,0,0
110872923,3290796338,0,inactive,0,0,0
110873193,1868299261,0,inactive,0,0,0
110873247,3920016617,0,inactive,0,0,0
110873517,1019648059,0,inactive,0,0,0
110880618,2436609159,0,inactive,0,0,0
110880978,247912416,0,inactive,0,0,0
110881014,3371407112,0,inactive,0,0,0
110882148,1868299261,0,inactive,0,0,0
110882967,2149033318,0,inactive,0,0,0
110883579,2321003029,0,inactive,0,0,0
110883714,247912416,0,inactive,0,0,0
110911983,3465463399,0,inactive,0,0,0
110912082,195275186,0,inactive,0,0,0
110912721,1868299261,0,inactive,0,0,0
110912802,1868299261,0,inactive,0,0,0
110912865,2931150728,0,inactive,0,0,0
110913531,3371407112,0,inactive,0,0,0
110913963,2149033318,0,inactive,0,0,0
110914035,1079871722,0,inactive,0,1,0
110914197,2226018406,0,inactive,0,0,0
110920299,563648276,0,inactive,0,5,0
110959926,2436609159,0,inactive,0,0,0
110976666,1367730211,0,inactive,0,1,0
110976954,2374793273,0,inactive,0,1,0
110996205,1226109305,0,inactive,0,0,0
110996268,195275186,0,inactive,0,0,0
110996880,1079871722,0,inactive,0,0,0
110996889,3448239353,0,inactive,0,0,0
111065172,3920016617,0,inactive,0,0,0
111065190,117704642,0,inactive,0,0,0
111065415,2226018406,0,inactive,0,0,0
111065433,2226018406,0,inactive,0,0,0
111065577,2321003029,0,inactive,0,0,0
111065649,3371407112,0,inactive,0,0,0
111114006,2646245013,0,inactive,0,0,0
111114024,2226018406,0,inactive,0,0,0
111114555,593706297,0,inactive,0,0,0
111114744,2321003029,0,inactive,0,0,0
111151545,3006936548,0,inactive,0,4,0
111152634,1019648059,0,inactive,0,0,0
111255693,2378809453,0,inactive,0,5,0
111256143,3371407112,0,inactive,0,5,0
